text,label
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Manchester United should stick with Erik Ten Hag the results will come https://t.co/Y5bcIkACBL""""",no-hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"All Manchester united coaches post Fergie Erik Ten Hag is the most luckiest coach None of the coaches post Fergie will survive sacking under this performance. #ManchesterUnited""""",no-hate
"@mrmichaelbarton You emotionally attached to Erik Ten Hag""""",no-hate
"Erik ten Hag directed his anger towards the VAR process that awarded a pivotal late penalty to West Ham in #MUFC's 2-1 defeat in East London #WHUMUN https://t.co/bGjy7CC46V""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"Man United boss Erik Ten Hag is once again under pressure after his side were beaten 2-1 by West Ham in Premier League action last night. This leaves the Red Devils 14th in the standings and just seven points off the relegation zone. #ManUtd #AstroEPL #AstroRadioNews https://t.co/IcgOXVNjgv""""",no-hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
"@thetalkerholic @UTDKara If you can't score goals Nothing to look for All manager wants to win That's why Erik ten hag love mac- tominay""""",no-hate
"It's not about Erik Ten Hag.I think player don't like the Club and only Sign for the Money.They lose every game on purpose.""""",no-hate
"How is Erik ten hag even walking a free man sef""""",no-hate
"@ManUtd The next move to Erik ten hag https://t.co/kjXSwmD11U""""",no-hate
"Erik Ten Hag got rid of a winner in Cristiano a potential captain and a leader of the squad. Now we have a spineless team with no character. #MUFC https://t.co/kd9ORqEdQ5""""",hate
"@Ic3Evaa I need his family to starve his son and everyone associated with SEG put in the nastiest North Korean prison Kees Vos Brent di Cesare and Erik ten Hag executed in front of a roaring crowd.""""",no-hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"@fidelityic Their opinion doesn t matter bro!! Erik ten hag is one of the best manager""""",no-hate
"Erik Ten Hag was the only one to get the rightfully full supporting system from the board first ever.""""",no-hate
"@MattP1Gallagher Norris gets a 5 seconds pen but max gets a 10 seconds pen. Bias????""""",no-hate
"Erik ten Hag claims the best team did not win as he criticises VAR video: Erik ten Hag said 'football is not always the best team winning' after Manchester United's 2-1 defeat by West Ham. The home side were awarded a controversial late penalty that https://t.co/sY4jHIRNTJ https://t.co/0ZC1D1bzbV""""",no-hate
"ï¸ Erik ten Hag: In soccer it's not always the best team that wins and today was a perfect example of that. Only one team deserved to win today. We played very well with and without the ball but to win you have to score. #MUFC https://t.co/EgDG4V81lZ""""",no-hate
"Manchester United after losing to Westham | There is a conspiracy against Erik Ten Hag he must not be Sacked he is doing well! https://t.co/x75DGUKbmG""""",no-hate
"If Erik Ten Hag isn t gone by January Marcus Rashford needs to hand in a transfer request to save his career. I m being deadly serious. He s 27 soon and his best years are being pissed away by a manager who has seen how good he can be then chosen to nullify his talents.""""",no-hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/Ak2NNHXfPN""""",no-hate
"If Erik Ten Hag get sacked as a Manchester United Head Coach i believe its not because of this game but overall. https://t.co/FSQy1BTgqL""""",no-hate
"I think both Sir Jim Ratcliffe and INEOS are both scared to sack Erik ten Hag as Man Utd manager of the club otherwise they don t that months ago or weeks ago otherwise""""",no-hate
"@Phill_Sterling Erik ten Hag is responsible for this mediocrity.""""",no-hate
"Saka is the type of player Erik Ten Hag needs in his team. Direct and purposeful""""",no-hate
"Gutted that Erik Ten Hag's gonna be sacked tomorrow Provided the best entertainment to non Utd fans since Ralf Rangnick who provided the funniest moments since Ole Gunnar SolskjÃ¦r""""",hate
"What Erik ten Hag is doing with Marcus Rashford is like Mikel Arteta moving Bukayo Saka to left back and shoving Ben White forward to be the focal point of Arsenal's attack. Madness.""""",no-hate
"Erik Ten Hag please which one is we will keep fighting cos we are strong when you are not even fighting for anything as a Club.""""",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"@fidelityic Are you seriously comparing Hansi Flick with Erik Ten Hag? ETH needs to born 3-4 times to match Hansi Flick's ball """"",no-hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"Like this tweet if you want Erik Ten hag to stay at Manchester United https://t.co/mo3KIJv36y""""",no-hate
"Erik Ten Hag always Complaining """"",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"We stand with Erik Ten Hag in these difficult times. #TenHagIn""""",no-hate
"@Iamdaniel_sage @nelsonhands20 You can say anything against Arteta call him names that's ok but calling him fraud? If Arteta is fraud what's Erik Ten Hag?""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"@UnitedCanadiens If Martin keeps on doing well I'm very tempted in giving him a senior debut at some point in the season. There is no age for talent when it is real. However we need a manager who has balls in testing the kids and that manager is not Erik ten Hag.""""",no-hate
"@lauriewhitwell Soft lad Ten Hag should going on the attack and calling out the match fixing by Michael Oliver accept the fine Erik but call the corruption out or they will just keep doing it to us enough is enough now surely!!??""""",no-hate
"Manchester United missed an open goal and conceded in stoppage time to lose 2-1 at West Ham in the Premier League piling more pressure on manager Erik ten Hag on Sunday. Read more: https://t.co/eK6WbC7DUo #GLNRSports https://t.co/6Qa1Rctsbl""""",no-hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
"@Ic3Evaa I need his family to starve his son and everyone associated with SEG put in the nastiest North Korean prison Kees Vos Brent di Cesare and Erik ten Hag executed in front of a roaring crowd.""""",no-hate
"@TheEuropeanLad This is how Erik ten Hag scam us reach this spot. #MUFC""""",no-hate
"Erik ten Hag directed his anger towards the VAR process that awarded a pivotal late penalty to West Ham in #MUFC's 2-1 defeat in East London #WHUMUN https://t.co/bGjy7CC46V""""",no-hate
"@Nofacenocase38 @UTDEriksen When last did Manchester United won something before Erik ? And what was their position before he took over ?""""",no-hate
"Erik ten Hag mentality has begun to spread among the squad. We need to stop it before it gets out of hand. @ManUtd""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
"Erik Ten Hag trying to coach Man Utd players https://t.co/Ubo5WBELyK""""",no-hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
"I think Erik Ten Hag should be collecting his letter this night!""""",no-hate
"@SkySportsPL The gift that keeps on giving Erik ten Hag """"",no-hate
"14th place just isn t good enough for Manchester United Football Club. Excuses and injuries don t make up the fact that there is no beauty in this boring ETH style of play. Sack or Keep Erik Ten Hag? #MUFC #ManchesterUnited #manutd #PremierLeague #futbol #GlazersOut""""",no-hate
"@fairlyodd_tweet I don't understand you this man. Only 3 players out of the xl are not his (Bruno Rashford Dalot) No way you want me to believe the 3 Erik ten hag favourite boys are the reason he can't win games consistently.""""",no-hate
"Rome wasn't built in a day. Give Erik ten Hag time he is the man to fix Manchester United. Don't sack this genius https://t.co/iLkPdwK1Ly""""",no-hate
"Erik Ten Hag is doing a commendable job at Manchester United! """"",no-hate
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"Saka is the type of player Erik Ten Hag needs in his team. Direct and purposeful""""",no-hate
"In a gripping twist of fate Erik ten Hag decries the injustice of Manchester United's heartbreak against West Ham's last-minute penalty. Dive into the latest football news and uncover the emotions that shape the game. Read more at https://t.co/btxltrmc3M""""",no-hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"@ESPNFC Erik ten Hag criticized the decision-making process that led to West Ham's late winner emphasizing the need for clarity and consistency in officiating... """"",no-hate
"Erik ten Hag keeps clinging on to his job at Manchester United but the pressure is never too far away from him and TT has broken down all the names in the mix to replace the Dutchman at Old Trafford. The Red Devils find themselves down in 14th place in the Premier League table.""""",no-hate
"How does any manager in the world survive this? Get Erik ten Hag gone. https://t.co/2qLulVQp7S""""",no-hate
